"customer_id","recency_days","frequency","monetary","recency_score","frequency_score","monetary_score","rfm_score","customer_segment"
"566","392","19","9428.76","3","3","3","333","Need Attention"
"3648","389","21","9425.62","3","3","3","333","Need Attention"
"4638","411","21","9425.11","4","3","3","433","Potential Loyalists"
"4718","386","21","9424.43","3","3","3","333","Need Attention"
"3152","380","20","9423.56","2","3","3","233","Others"
"4088","489","19","9423.54","5","3","3","533","Potential Loyalists"
"2819","399","15","9423.53","4","5","3","453","Loyal Customers"
"3729","412","20","9421.45","4","3","3","433","Potential Loyalists"
"3471","405","19","9419.38","4","3","3","433","Potential Loyalists"
"3658","413","15","9418.65","4","5","3","453","Loyal Customers"
"2959","396","22","9417.46","3","2","3","323","Need Attention"
"2310","383","22","9416.17","2","2","3","223","Others"
"4304","388","21","9415.46","3","3","3","333","Need Attention"
"2472","372","19","9412.37","1","3","3","133","At Risk"
"608","379","20","9410.42","2","3","3","233","Others"
"1011","428","18","9407.81","5","4","3","543","Loyal Customers"
"3039","472","22","9407.01","5","2","3","523","Others"
"127","393","17","9405.98","3","4","3","343","Loyal Customers"
"4098","407","20","9405.91","4","3","3","433","Potential Loyalists"
"2635","379","18","9404.53","2","4","3","243","Loyal Customers"
"658","430","18","9404.25","5","4","3","543","Loyal Customers"
"4230","372","22","9402.22","1","2","3","123","Hibernating"
"2399","410","20","9400.21","4","3","3","433","Potential Loyalists"
"4780","526","18","9398.82","5","4","3","543","Loyal Customers"
"1154","398","19","9397.82","3","3","3","333","Need Attention"
"4793","398","21","9395.66","3","3","3","333","Need Attention"
"1150","396","19","9393.95","3","3","3","333","Need Attention"
"2636","370","21","9389.70","1","2","3","123","Hibernating"
"4117","369","21","9388.90","1","2","3","123","Hibernating"
"4212","401","22","9388.02","4","2","3","423","Others"
"1803","426","18","9387.71","5","4","3","543","Loyal Customers"
"4379","410","17","9387.23","4","4","3","443","Loyal Customers"
"3143","398","21","9386.11","3","3","3","333","Need Attention"
"4138","505","19","9384.70","5","3","3","533","Potential Loyalists"
"2576","368","23","9383.88","1","2","3","123","Hibernating"
"4376","446","22","9383.39","5","2","3","523","Others"
"1751","448","22","9382.41","5","2","3","523","Others"
"757","383","21","9381.93","2","2","3","223","Others"
"1949","374","24","9378.64","1","1","3","113","Hibernating"
"3068","387","23","9377.54","3","2","3","323","Need Attention"
"1627","451","21","9377.07","5","2","3","523","Others"
"3153","386","21","9374.17","3","3","3","333","Need Attention"
"2575","376","20","9372.55","2","3","3","233","Others"
"2285","425","20","9371.95","5","3","3","533","Potential Loyalists"
"2374","412","17","9370.39","4","4","3","443","Loyal Customers"
"407","393","19","9368.99","3","3","3","333","Need Attention"
"659","371","18","9368.30","1","4","3","143","Loyal Customers"
"3542","483","19","9367.98","5","3","3","533","Potential Loyalists"
"4725","377","17","9364.89","2","4","3","243","Loyal Customers"
"2376","379","20","9364.70","2","3","3","233","Others"
"1194","373","19","9363.60","1","3","3","133","At Risk"
"4898","430","17","9362.81","5","4","3","543","Loyal Customers"
"2047","381","20","9362.45","2","3","3","233","Others"
"656","428","24","9357.15","5","2","3","523","Others"
"3661","388","24","9352.87","3","1","3","313","Others"
"1026","381","21","9352.07","2","2","3","223","Others"
"2914","416","17","9349.62","4","4","3","443","Loyal Customers"
"3565","420","20","9348.10","4","3","3","433","Potential Loyalists"
"2728","450","19","9346.50","5","3","3","533","Potential Loyalists"
"1583","397","21","9344.20","3","3","3","333","Need Attention"
"2008","378","22","9342.93","2","2","3","223","Others"
"2221","385","18","9339.44","3","4","3","343","Loyal Customers"
"3531","411","21","9339.20","4","3","3","433","Potential Loyalists"
"768","368","18","9338.79","1","4","3","143","Loyal Customers"
"3988","396","16","9338.17","3","5","3","353","Loyal Customers"
"147","376","19","9337.78","2","3","3","233","Others"
"389","371","19","9336.50","1","3","3","133","At Risk"
"136","400","17","9333.65","4","4","3","443","Loyal Customers"
"3235","381","25","9333.16","2","1","3","213","Others"
"54","385","20","9331.96","3","3","3","333","Need Attention"
"4303","374","24","9330.22","1","1","3","113","Hibernating"
"3449","380","18","9328.53","2","4","3","243","Loyal Customers"
"406","404","21","9327.97","4","3","3","433","Potential Loyalists"
"90","608","19","9323.96","5","3","3","533","Potential Loyalists"
"308","388","24","9322.20","3","1","3","313","Others"
"599","370","18","9319.51","1","4","3","143","Loyal Customers"
"864","376","19","9318.19","2","3","3","233","Others"
"3420","381","23","9317.91","2","2","3","223","Others"
"4207","376","21","9314.21","2","2","3","223","Others"
"91","407","20","9313.54","4","3","3","433","Potential Loyalists"
"3745","407","17","9312.88","4","4","3","443","Loyal Customers"
"685","444","15","9311.22","5","5","3","553","Loyal Customers"
"642","462","18","9310.67","5","4","3","543","Loyal Customers"
"4426","423","18","9309.15","5","4","3","543","Loyal Customers"
"2206","429","15","9308.84","5","5","3","553","Loyal Customers"
"1951","394","19","9307.57","3","3","3","333","Need Attention"
"3430","417","22","9303.98","4","2","3","423","Others"
"61","432","22","9302.39","5","2","3","523","Others"
"4328","374","18","9299.38","1","4","3","143","Loyal Customers"
"2205","452","15","9298.01","5","5","3","553","Loyal Customers"
"2778","384","17","9297.99","2","4","3","243","Loyal Customers"
"3276","379","19","9294.93","2","3","3","233","Others"
"1297","391","18","9290.92","3","4","3","343","Loyal Customers"
"262","419","18","9289.93","4","4","3","443","Loyal Customers"
"1696","441","18","9287.65","5","4","3","543","Loyal Customers"
"535","377","21","9286.77","2","2","3","223","Others"
"3327","378","19","9286.40","2","3","3","233","Others"
"4963","371","26","9285.90","1","1","3","113","Hibernating"
"4583","384","20","9282.79","2","3","3","233","Others"
"3932","368","23","9281.53","1","2","3","123","Hibernating"
"1192","375","21","9279.10","1","2","3","123","Hibernating"
"4377","479","20","9278.82","5","3","3","533","Potential Loyalists"
"508","391","22","9277.23","3","2","3","323","Need Attention"
"4611","370","20","9275.97","1","3","3","133","At Risk"
"3755","431","19","9274.57","5","4","3","543","Loyal Customers"
"163","383","18","9273.22","2","4","3","243","Loyal Customers"
"4086","385","18","9272.50","3","4","3","343","Loyal Customers"
"4693","387","20","9269.54","3","3","3","333","Need Attention"
"215","378","19","9269.47","2","3","3","233","Others"
"1338","377","19","9269.37","2","3","3","233","Others"
"1085","411","24","9268.38","4","2","3","423","Others"
"1961","427","19","9267.19","5","4","3","543","Loyal Customers"
"45","395","18","9263.48","3","4","3","343","Loyal Customers"
"3002","371","17","9262.85","1","4","3","143","Loyal Customers"
"2955","368","15","9262.72","1","5","3","153","Loyal Customers"
"4216","468","15","9262.40","5","5","3","553","Loyal Customers"
"3489","446","13","9261.66","5","5","3","553","Loyal Customers"
"968","410","22","9257.27","4","2","3","423","Others"
"4805","401","18","9256.47","4","4","3","443","Loyal Customers"
"4243","371","16","9255.56","1","4","3","143","Loyal Customers"
"315","453","21","9253.91","5","2","3","523","Others"
"1684","375","25","9253.09","2","1","3","213","Others"
"2850","409","19","9252.02","4","3","3","433","Potential Loyalists"
"4162","398","20","9251.77","3","3","3","333","Need Attention"
"1191","379","18","9244.82","2","4","3","243","Loyal Customers"
"2490","473","20","9243.82","5","3","3","533","Potential Loyalists"
"4799","391","18","9243.80","3","4","3","343","Loyal Customers"
"1143","382","20","9242.99","2","3","3","233","Others"
"2964","386","21","9242.58","3","3","3","333","Need Attention"
"204","373","21","9241.08","1","2","3","123","Hibernating"
"1112","371","16","9240.74","1","4","3","143","Loyal Customers"
"4255","401","22","9239.86","4","2","3","423","Others"
"4686","416","18","9238.22","4","4","3","443","Loyal Customers"
"1436","373","23","9237.16","1","2","3","123","Hibernating"
"2058","374","19","9236.84","1","3","3","133","At Risk"
"3555","418","23","9236.40","4","2","3","423","Others"
"3403","368","21","9235.38","1","2","3","123","Hibernating"
"1662","402","16","9234.75","4","5","3","453","Loyal Customers"
"1005","407","18","9231.30","4","4","3","443","Loyal Customers"
"1292","369","27","9229.75","1","1","3","113","Hibernating"
"2145","425","20","9229.32","5","3","3","533","Potential Loyalists"
"885","396","19","9222.59","3","3","3","333","Need Attention"
"1451","504","23","9221.68","5","2","3","523","Others"
"482","451","15","9219.68","5","5","3","553","Loyal Customers"
"2438","376","22","9219.16","2","2","3","223","Others"
"4641","434","21","9218.58","5","3","3","533","Potential Loyalists"
"500","370","17","9216.67","1","4","3","143","Loyal Customers"
"4756","488","19","9216.59","5","3","3","533","Potential Loyalists"
"2783","376","18","9216.45","2","4","3","243","Loyal Customers"
"2990","374","19","9216.35","1","3","3","133","At Risk"
"3679","408","21","9210.61","4","3","3","433","Potential Loyalists"
"3216","423","22","9209.46","4","2","3","423","Others"
"3156","388","19","9207.85","3","3","3","333","Need Attention"
"3964","384","19","9199.76","2","3","3","233","Others"
"4910","376","17","9199.58","2","4","3","243","Loyal Customers"
"3550","375","18","9199.06","2","4","3","243","Loyal Customers"
"2038","371","23","9198.92","1","2","3","123","Hibernating"
"3794","372","21","9197.49","1","2","3","123","Hibernating"
"2670","410","18","9197.17","4","4","3","443","Loyal Customers"
"4776","403","19","9196.83","4","3","3","433","Potential Loyalists"
"3434","427","18","9196.72","5","4","3","543","Loyal Customers"
"3538","368","14","9194.68","1","5","3","153","Loyal Customers"
"2854","406","24","9194.21","4","2","3","423","Others"
"4801","398","18","9194.10","3","4","3","343","Loyal Customers"
"416","383","22","9192.21","2","2","3","223","Others"
"1872","369","21","9191.47","1","2","3","123","Hibernating"
"3106","460","16","9191.20","5","5","3","553","Loyal Customers"
"449","421","20","9190.82","4","3","3","433","Potential Loyalists"
"4812","392","18","9187.96","3","4","3","343","Loyal Customers"
"4630","432","21","9185.30","5","3","3","533","Potential Loyalists"
"2346","406","19","9184.48","4","3","3","433","Potential Loyalists"
"165","374","19","9183.10","1","3","3","133","At Risk"
"4957","369","23","9181.62","1","2","3","123","Hibernating"
"3056","386","25","9181.05","3","1","3","313","Others"
"3736","409","19","9178.68","4","3","3","433","Potential Loyalists"
"4889","382","21","9178.03","2","2","3","223","Others"
"1151","387","22","9177.67","3","2","3","323","Need Attention"
"831","409","19","9174.99","4","3","3","433","Potential Loyalists"
"4690","424","19","9174.87","5","4","3","543","Loyal Customers"
"424","496","19","9174.68","5","3","3","533","Potential Loyalists"
"1049","387","24","9174.16","3","1","3","313","Others"
"2697","421","27","9173.96","4","1","3","413","Others"
"923","434","20","9173.87","5","3","3","533","Potential Loyalists"
"1927","381","18","9170.53","2","4","3","243","Loyal Customers"
"2306","377","20","9169.70","2","3","3","233","Others"
"2520","428","20","9169.55","5","3","3","533","Potential Loyalists"
"4485","381","24","9169.04","2","1","3","213","Others"
"1729","405","23","9167.02","4","2","3","423","Others"
"2517","384","26","9166.90","2","1","3","213","Others"
"1620","380","23","9163.22","2","2","3","223","Others"
"2692","388","18","9162.63","3","4","3","343","Loyal Customers"
"25","373","20","9162.17","1","3","3","133","At Risk"
"3626","465","15","9160.82","5","5","3","553","Loyal Customers"
"216","444","17","9160.57","5","4","3","543","Loyal Customers"
"4290","378","21","9160.36","2","2","3","223","Others"
"4985","391","20","9160.14","3","3","3","333","Need Attention"
"1547","433","20","9160.00","5","3","3","533","Potential Loyalists"
"4600","400","21","9157.43","4","3","3","433","Potential Loyalists"
"1877","434","20","9154.36","5","3","3","533","Potential Loyalists"
"592","368","19","9152.39","1","3","3","133","At Risk"
"3826","418","18","9152.17","4","4","3","443","Loyal Customers"
"1494","394","22","9152.03","3","2","3","323","Need Attention"
"2478","371","24","9149.19","1","1","3","113","Hibernating"
"4759","372","19","9147.51","1","3","3","133","At Risk"
"2198","376","15","9147.29","2","5","3","253","Loyal Customers"
"2826","372","22","9146.20","1","2","3","123","Hibernating"
"1295","371","21","9141.43","1","2","3","123","Hibernating"
"3284","390","19","9139.68","3","3","3","333","Need Attention"
"209","402","18","9138.11","4","4","3","443","Loyal Customers"
"929","414","21","9133.71","4","3","3","433","Potential Loyalists"
"2250","389","20","9132.25","3","3","3","333","Need Attention"
"526","376","16","9131.14","2","4","3","243","Loyal Customers"
"1871","376","19","9130.47","2","3","3","233","Others"
"2512","398","18","9130.17","3","4","3","343","Loyal Customers"
"2124","374","19","9130.04","1","3","3","133","At Risk"
"1107","425","19","9129.04","5","4","3","543","Loyal Customers"
"960","405","19","9128.07","4","3","3","433","Potential Loyalists"
"3333","372","24","9127.98","1","1","3","113","Hibernating"
"749","377","17","9127.65","2","4","3","243","Loyal Customers"
"2533","398","20","9127.58","3","3","3","333","Need Attention"
"3631","395","16","9127.37","3","5","3","353","Loyal Customers"
"2022","397","21","9125.77","3","3","3","333","Need Attention"
"2855","522","18","9123.60","5","4","3","543","Loyal Customers"
"3","386","19","9123.18","3","3","3","333","Need Attention"
"2879","378","25","9118.65","2","1","3","213","Others"
"3568","380","17","9118.60","2","4","3","243","Loyal Customers"
"1920","485","16","9116.86","5","5","3","553","Loyal Customers"
"3087","394","19","9116.81","3","3","3","333","Need Attention"
"4398","415","16","9116.22","4","5","3","453","Loyal Customers"
"1120","377","19","9112.93","2","3","3","233","Others"
"2507","368","15","9111.37","1","5","3","153","Loyal Customers"
"4141","416","16","9111.02","4","5","3","453","Loyal Customers"
"1306","407","16","9110.90","4","5","3","453","Loyal Customers"
"4393","375","16","9108.13","2","4","3","243","Loyal Customers"
"1852","551","15","9107.99","5","5","3","553","Loyal Customers"
"3281","426","14","9104.48","5","5","3","553","Loyal Customers"
"2237","376","17","9103.99","2","4","3","243","Loyal Customers"
"3840","427","19","9103.53","5","4","3","543","Loyal Customers"
"4528","424","18","9101.74","5","4","3","543","Loyal Customers"
"1647","399","20","9100.71","4","3","3","433","Potential Loyalists"
"41","405","23","9100.33","4","2","3","423","Others"
"1414","380","17","9098.02","2","4","3","243","Loyal Customers"
"1640","388","17","9098.02","3","4","3","343","Loyal Customers"
"609","479","17","9096.27","5","4","3","543","Loyal Customers"
"1017","382","22","9095.36","2","2","3","223","Others"
"1623","430","20","9094.08","5","3","3","533","Potential Loyalists"
"4049","380","18","9093.79","2","4","3","243","Loyal Customers"
"876","393","19","9092.38","3","3","3","333","Need Attention"
"1707","369","20","9089.47","1","3","3","133","At Risk"
"203","391","19","9087.31","3","3","3","333","Need Attention"
"3765","452","21","9086.94","5","2","3","523","Others"
"1330","371","17","9086.30","1","4","3","143","Loyal Customers"
"3453","389","19","9084.70","3","3","3","333","Need Attention"
"2880","390","17","9081.90","3","4","3","343","Loyal Customers"
"248","404","20","9081.89","4","3","3","433","Potential Loyalists"
"2451","372","26","9081.37","1","1","3","113","Hibernating"
"775","380","19","9077.69","2","3","3","233","Others"
"2732","387","21","9076.79","3","3","3","333","Need Attention"
"2865","390","22","9076.35","3","2","3","323","Need Attention"
"2982","392","21","9074.98","3","3","3","333","Need Attention"
"920","434","20","9070.86","5","3","3","533","Potential Loyalists"
"3095","435","16","9069.70","5","5","3","553","Loyal Customers"
"311","369","17","9067.80","1","4","3","143","Loyal Customers"
"3245","370","21","9067.47","1","2","3","123","Hibernating"
"2528","382","19","9067.02","2","3","3","233","Others"
"2587","404","17","9066.47","4","4","3","443","Loyal Customers"
"1156","376","18","9065.95","2","4","3","243","Loyal Customers"
"2944","378","20","9064.89","2","3","3","233","Others"
"1069","527","16","9064.46","5","5","3","553","Loyal Customers"
"3490","370","16","9062.90","1","4","3","143","Loyal Customers"
"1957","446","14","9062.57","5","5","3","553","Loyal Customers"
"257","368","19","9061.18","1","3","3","133","At Risk"
"719","382","24","9061.01","2","1","3","213","Others"
"3894","393","20","9059.74","3","3","3","333","Need Attention"
"2166","378","19","9057.59","2","3","3","233","Others"
"1806","405","24","9057.13","4","2","3","423","Others"
"2444","404","24","9056.33","4","2","3","423","Others"
"1455","376","14","9053.73","2","5","3","253","Loyal Customers"
"3027","428","18","9052.76","5","4","3","543","Loyal Customers"
"1788","374","20","9051.92","1","3","3","133","At Risk"
"4421","416","21","9051.22","4","3","3","433","Potential Loyalists"
"1880","397","22","9049.84","3","2","3","323","Need Attention"
"3261","383","25","9046.09","2","1","3","213","Others"
"1828","369","20","9045.43","1","3","3","133","At Risk"
"1819","386","20","9041.86","3","3","3","333","Need Attention"
"3238","380","21","9041.39","2","2","3","223","Others"
"3139","465","15","9040.89","5","5","3","553","Loyal Customers"
"553","403","24","9039.27","4","2","3","423","Others"
"638","390","15","9038.94","3","5","3","353","Loyal Customers"
"726","379","21","9036.83","2","2","3","223","Others"
"4741","387","21","9036.17","3","3","3","333","Need Attention"
"3519","448","19","9035.68","5","3","3","533","Potential Loyalists"
"2184","403","20","9034.66","4","3","3","433","Potential Loyalists"
"1355","413","18","9034.02","4","4","3","443","Loyal Customers"
"2439","504","15","9031.65","5","5","3","553","Loyal Customers"
"2890","416","17","9029.35","4","4","3","443","Loyal Customers"
"965","379","20","9028.84","2","3","3","233","Others"
"1400","397","19","9026.84","3","3","3","333","Need Attention"
"3001","393","18","9025.51","3","4","3","343","Loyal Customers"
"545","386","17","9025.41","3","4","3","343","Loyal Customers"
"791","368","18","9022.60","1","4","3","143","Loyal Customers"
"1563","434","17","9022.49","5","4","3","543","Loyal Customers"
"3464","390","14","9020.61","3","5","3","353","Loyal Customers"
"2194","392","22","9019.81","3","2","3","323","Need Attention"
"195","372","15","9019.58","1","5","3","153","Loyal Customers"
"3641","397","20","9019.33","3","3","3","333","Need Attention"
"33","372","17","9018.51","1","4","3","143","Loyal Customers"
"1888","414","14","9018.28","4","5","3","453","Loyal Customers"
"2254","379","21","9018.03","2","2","3","223","Others"
"1916","375","17","9017.38","2","4","3","243","Loyal Customers"
"3194","444","22","9015.92","5","2","3","523","Others"
"3417","459","18","9014.70","5","4","3","543","Loyal Customers"
"3173","401","18","9013.17","4","4","3","443","Loyal Customers"
"3244","379","20","9009.21","2","3","3","233","Others"
"3326","436","21","9009.16","5","3","3","533","Potential Loyalists"
"2687","379","25","9008.83","2","1","3","213","Others"
"4356","369","22","9008.21","1","2","3","123","Hibernating"
"3295","378","23","9007.16","2","2","3","223","Others"
"3744","410","15","9006.92","4","5","3","453","Loyal Customers"
"2167","390","21","9006.79","3","3","3","333","Need Attention"
"4862","369","16","9002.31","1","4","3","143","Loyal Customers"
"2446","369","20","9001.96","1","3","3","133","At Risk"
"2461","422","17","9001.34","4","4","3","443","Loyal Customers"
"4942","411","17","9000.87","4","4","3","443","Loyal Customers"
"4644","425","22","8999.96","5","2","3","523","Others"
"3236","390","15","8998.87","3","5","3","353","Loyal Customers"
"4479","380","20","8998.08","2","3","3","233","Others"
"2595","423","18","8997.79","4","4","3","443","Loyal Customers"
"2141","387","21","8997.49","3","3","3","333","Need Attention"
"4802","389","17","8996.24","3","4","3","343","Loyal Customers"
"2061","368","22","8995.79","1","2","3","123","Hibernating"
"2691","385","17","8995.76","3","4","3","343","Loyal Customers"
"4575","384","22","8995.29","2","2","3","223","Others"
"1445","444","22","8994.79","5","2","3","523","Others"
"1499","381","17","8991.95","2","4","3","243","Loyal Customers"
"3627","427","18","8985.03","5","4","3","543","Loyal Customers"
"1520","431","21","8984.75","5","3","3","533","Potential Loyalists"
"2868","386","16","8982.69","3","4","3","343","Loyal Customers"
"4428","419","20","8981.20","4","3","3","433","Potential Loyalists"
"2767","406","20","8979.03","4","3","3","433","Potential Loyalists"
"3014","370","20","8978.61","1","3","3","133","At Risk"
"4955","370","20","8978.59","1","3","3","133","At Risk"
"3632","424","17","8978.21","5","4","3","543","Loyal Customers"
"2335","379","18","8977.99","2","4","3","243","Loyal Customers"
"3080","457","19","8976.25","5","3","3","533","Potential Loyalists"
"3128","391","19","8975.56","3","3","3","333","Need Attention"
"56","461","20","8973.27","5","3","3","533","Potential Loyalists"
"1790","374","22","8972.70","1","2","3","123","Hibernating"
"1500","377","22","8968.86","2","2","3","223","Others"
"2419","566","17","8965.63","5","4","3","543","Loyal Customers"
"4252","455","19","8965.23","5","3","3","533","Potential Loyalists"
"619","411","19","8963.75","4","3","3","433","Potential Loyalists"
"1144","400","18","8963.11","4","4","3","443","Loyal Customers"
"1619","412","22","8962.13","4","2","3","423","Others"
"4925","380","19","8961.10","2","3","3","233","Others"
"69","493","18","8960.76","5","4","3","543","Loyal Customers"
"1047","373","21","8960.46","1","2","3","123","Hibernating"
"849","442","17","8958.04","5","4","3","543","Loyal Customers"
"3891","392","24","8957.36","3","1","3","313","Others"
"3530","390","23","8956.89","3","2","3","323","Need Attention"
"2153","389","15","8956.86","3","5","3","353","Loyal Customers"
"1496","480","23","8956.51","5","2","3","523","Others"
"3957","423","17","8956.36","5","4","3","543","Loyal Customers"
"4053","382","22","8956.31","2","2","3","223","Others"
"4394","374","16","8954.95","1","4","3","143","Loyal Customers"
"4317","386","16","8954.73","3","4","3","343","Loyal Customers"
"1670","387","16","8952.14","3","5","3","353","Loyal Customers"
"850","396","21","8951.14","3","3","3","333","Need Attention"
"1161","378","17","8949.70","2","4","3","243","Loyal Customers"
"2741","441","21","8949.45","5","2","3","523","Others"
"2523","398","19","8948.46","3","3","3","333","Need Attention"
"3690","368","23","8948.14","1","2","3","123","Hibernating"
"3899","464","21","8946.42","5","2","3","523","Others"
"426","371","18","8946.18","1","4","3","143","Loyal Customers"
"1419","377","17","8945.77","2","4","3","243","Loyal Customers"
"55","522","18","8943.15","5","4","3","543","Loyal Customers"
"2294","418","24","8942.15","4","2","3","423","Others"
"80","374","24","8938.20","1","1","3","113","Hibernating"
"4745","402","22","8938.18","4","2","3","423","Others"
"1722","377","20","8936.67","2","3","3","233","Others"
"4850","415","19","8936.55","4","4","3","443","Loyal Customers"
"3503","385","18","8935.48","3","4","3","343","Loyal Customers"
"3423","376","19","8931.92","2","3","3","233","Others"
"43","386","15","8930.70","3","5","3","353","Loyal Customers"
"2055","443","21","8928.85","5","2","3","523","Others"
"1075","382","18","8927.40","2","4","3","243","Loyal Customers"
"3628","405","19","8927.34","4","3","3","433","Potential Loyalists"
"649","421","18","8926.12","4","4","3","443","Loyal Customers"
"1004","465","16","8925.98","5","5","3","553","Loyal Customers"
"779","443","21","8925.58","5","2","3","523","Others"
"108","381","20","8924.65","2","3","3","233","Others"
"3299","401","19","8924.35","4","3","3","433","Potential Loyalists"
"4869","452","16","8924.33","5","5","3","553","Loyal Customers"
"4483","388","14","8923.88","3","5","3","353","Loyal Customers"
"1699","380","21","8922.54","2","2","3","223","Others"
"4389","407","15","8922.51","4","5","3","453","Loyal Customers"
"3909","384","18","8922.36","2","4","3","243","Loyal Customers"
"4436","418","18","8917.75","4","4","3","443","Loyal Customers"
"1477","460","16","8914.72","5","5","3","553","Loyal Customers"
"4521","380","17","8913.72","2","4","3","243","Loyal Customers"
"2117","447","20","8911.67","5","3","3","533","Potential Loyalists"
"4622","444","23","8909.30","5","2","3","523","Others"
"3120","437","21","8909.05","5","3","3","533","Potential Loyalists"
"2088","449","19","8907.11","5","3","3","533","Potential Loyalists"
"736","384","18","8905.04","2","4","3","243","Loyal Customers"
"1019","386","21","8904.05","3","3","3","333","Need Attention"
"1786","431","21","8903.89","5","3","3","533","Potential Loyalists"
"3810","377","17","8902.77","2","4","4","244","Loyal Customers"
"3665","379","23","8894.92","2","2","4","224","Others"
"4877","374","20","8894.31","1","3","4","134","At Risk"
"3797","449","16","8893.49","5","5","4","554","Champions"
"816","372","18","8893.03","1","4","4","144","Loyal Customers"
"2900","433","15","8891.89","5","5","4","554","Champions"
"1556","371","18","8887.97","1","4","4","144","Loyal Customers"
"1472","384","16","8886.23","2","4","4","244","Loyal Customers"
"1854","380","18","8885.08","2","4","4","244","Loyal Customers"
"916","448","18","8883.40","5","4","4","544","Champions"
"4772","370","16","8882.02","1","4","4","144","Loyal Customers"
"4405","427","23","8881.98","5","2","4","524","Others"
"3955","419","19","8881.98","4","4","4","444","Champions"
"3381","406","24","8881.68","4","2","4","424","Others"
"1293","420","20","8879.26","4","3","4","434","Potential Loyalists"
"4232","368","22","8877.03","1","2","4","124","Hibernating"
"1252","381","21","8875.04","2","2","4","224","Others"
"4253","374","20","8873.48","1","3","4","134","At Risk"
"1031","512","19","8873.29","5","3","4","534","Potential Loyalists"
"4242","388","19","8872.65","3","3","4","334","Need Attention"
"2068","378","17","8872.32","2","4","4","244","Loyal Customers"
"42","404","19","8870.41","4","3","4","434","Potential Loyalists"
"1848","493","15","8868.59","5","5","4","554","Champions"
"2816","368","21","8862.31","1","2","4","124","Hibernating"
"1731","503","17","8862.16","5","4","4","544","Champions"
"3431","401","21","8860.57","4","3","4","434","Potential Loyalists"
"1680","370","18","8860.34","1","4","4","144","Loyal Customers"
"549","459","17","8859.49","5","4","4","544","Champions"
"1943","402","19","8858.95","4","3","4","434","Potential Loyalists"
"3879","420","26","8858.30","4","1","4","414","Others"
"4882","389","22","8858.30","3","2","4","324","Need Attention"
"4309","388","22","8856.51","3","2","4","324","Need Attention"
"4499","414","20","8856.10","4","3","4","434","Potential Loyalists"
"2035","476","19","8854.81","5","3","4","534","Potential Loyalists"
"959","399","20","8854.30","4","3","4","434","Potential Loyalists"
"1424","373","16","8854.08","1","4","4","144","Loyal Customers"
"179","418","18","8853.31","4","4","4","444","Champions"
"1702","395","20","8852.74","3","3","4","334","Need Attention"
"3438","387","19","8850.70","3","3","4","334","Need Attention"
"980","393","18","8849.01","3","4","4","344","Loyal Customers"
"932","368","28","8848.31","1","1","4","114","Hibernating"
"102","375","16","8847.37","2","4","4","244","Loyal Customers"
"752","383","20","8846.82","2","3","4","234","Others"
"1736","374","17","8842.96","1","4","4","144","Loyal Customers"
"319","429","22","8838.54","5","2","4","524","Others"
"2621","413","18","8834.91","4","4","4","444","Champions"
"1605","403","16","8832.44","4","5","4","454","Champions"
"3273","397","19","8829.82","3","3","4","334","Need Attention"
"4960","368","23","8828.92","1","2","4","124","Hibernating"
"4660","399","18","8828.76","3","4","4","344","Loyal Customers"
"4314","424","20","8825.91","5","3","4","534","Potential Loyalists"
"1146","402","22","8824.79","4","2","4","424","Others"
"3552","370","19","8822.81","1","3","4","134","At Risk"
"317","384","18","8822.03","2","4","4","244","Loyal Customers"
"707","374","19","8821.74","1","3","4","134","At Risk"
"4417","386","18","8820.70","3","4","4","344","Loyal Customers"
"4224","377","15","8819.93","2","5","4","254","Loyal Customers"
"263","394","18","8817.27","3","4","4","344","Loyal Customers"
"2763","387","14","8814.43","3","5","4","354","Loyal Customers"
"3444","417","18","8814.19","4","4","4","444","Champions"
"4993","409","24","8814.01","4","2","4","424","Others"
"571","387","16","8813.17","3","5","4","354","Loyal Customers"
"1098","369","19","8812.58","1","3","4","134","At Risk"
"3601","409","18","8810.37","4","4","4","444","Champions"
"3205","422","27","8808.65","4","1","4","414","Others"
"769","447","20","8805.45","5","3","4","534","Potential Loyalists"
"1525","428","18","8802.28","5","4","4","544","Champions"
"1447","391","23","8800.19","3","2","4","324","Need Attention"
"3264","381","20","8797.19","2","3","4","234","Others"
"2885","401","24","8796.87","4","2","4","424","Others"
"4994","440","19","8796.02","5","3","4","534","Potential Loyalists"
"2808","369","19","8794.86","1","3","4","134","At Risk"
"4068","441","17","8794.68","5","4","4","544","Champions"
"4934","383","19","8794.10","2","3","4","234","Others"
"4101","371","19","8792.99","1","3","4","134","At Risk"
"1711","376","20","8792.44","2","3","4","234","Others"
"963","453","16","8791.87","5","5","4","554","Champions"
"3763","387","19","8784.13","3","3","4","334","Need Attention"
"4593","552","18","8783.73","5","4","4","544","Champions"
"1801","411","18","8782.57","4","4","4","444","Champions"
"1256","479","17","8782.42","5","4","4","544","Champions"
"3889","370","18","8781.35","1","4","4","144","Loyal Customers"
"3093","371","17","8781.19","1","4","4","144","Loyal Customers"
"2110","368","21","8780.97","1","2","4","124","Hibernating"
"4580","422","16","8779.26","4","5","4","454","Champions"
"3806","432","15","8779.17","5","5","4","554","Champions"
"1867","417","21","8778.20","4","3","4","434","Potential Loyalists"
"4533","386","18","8777.55","3","4","4","344","Loyal Customers"
